actual,proposed
-0.1949547827243805,-0.19589421153068542
-0.22265653312206268,-0.1949547827243805
-0.22372683882713318,-0.22265653312206268
-0.22533227503299713,-0.005899020005017519
-0.22640256583690643,-0.22533227503299713
-0.22693772614002228,-0.22640256583690643
-0.2030028998851776,-0.22693772614002228
-0.20347937941551208,-0.2030028998851776
-0.20395585894584656,-0.00602962588891387
-0.20395585894584656,-0.20395585894584656
-0.20490878820419312,-0.20395585894584656
-0.21461404860019684,-0.20490878820419312
-0.21511192619800568,-0.21461404860019684
-0.21560978889465332,-0.006098142359405756
-0.216605544090271,-0.21560978889465332
-0.21710340678691864,-0.216605544090271
-0.21809916198253632,-0.21710340678691864
-0.20324808359146118,-0.21809916198253632
-0.1600855439901352,-0.006196219474077225
-0.16044935584068298,-0.1600855439901352
-0.16081315279006958,-0.16044935584068298
-0.16117694973945618,-0.16081315279006958
-0.17954115569591522,-0.16117694973945618
-0.1799464076757431,-0.006258240435272455
-0.18035165965557098,-0.1799464076757431
-0.18075689673423767,-0.18035165965557098
-0.18116213381290436,-0.18075689673423767
-0.14241351187229156,-0.18116213381290436
-0.14273136854171753,-0.0063304053619503975
-0.14336711168289185,-0.14273136854171753
-0.14432071149349213,-0.14336711168289185
-0.1452743113040924,-0.14432071149349213
-0.15014398097991943,-0.1452743113040924
-0.15144950151443481,-0.006500985473394394
-0.1527549922466278,-0.15144950151443481
-0.154060497879982,-0.1527549922466278
-0.15536600351333618,-0.154060497879982
-0.15699787437915802,-0.15536600351333618
-0.14560621976852417,-0.006798050832003355
-0.14740370213985443,-0.14560621976852417
-0.14890159666538239,-0.14740370213985443
-0.15099866688251495,-0.14890159666538239
-0.15309572219848633,-0.15099866688251495
-0.15650251507759094,-0.007221638225018978
-0.1586131751537323,-0.15650251507759094
-0.16102536022663116,-0.1586131751537323
-0.16343751549720764,-0.16102536022663116
-0.16615121066570282,-0.16343751549720764
-0.21907706558704376,-0.007786933332681656
-0.2222062647342682,-0.21907706558704376
-0.2249443084001541,-0.2222062647342682
-0.22846461832523346,-0.2249443084001541
-0.2319849133491516,-0.22846461832523346
-0.27835947275161743,-0.008381093852221966
-0.28113776445388794,-0.27835947275161743
-0.28391605615615845,-0.28113776445388794
-0.2871573567390442,-0.28391605615615845
-0.29039862751960754,-0.2871573567390442
-0.3055165112018585,-0.008867517113685608
-0.3088887631893158,-0.3055165112018585
-0.3112974762916565,-0.3088887631893158
-0.3141879141330719,-0.3112974762916565
-0.3165965974330902,-0.3141879141330719
-0.2627622187137604,-0.009296546690165997
-0.24125847220420837,-0.2627622187137604
-0.2419806867837906,-0.24125847220420837
-0.2419806867837906,-0.2419806867837906
-0.2423417717218399,-0.2419806867837906
-0.2427028864622116,-0.009500694461166859
-0.24635188281536102,-0.2427028864622116
-0.2467184215784073,-0.24635188281536102
-0.24745146930217743,-0.2467184215784073
-0.2478179931640625,-0.24745146930217743
-0.24818451702594757,-0.24818451702594757
-0.2946406304836273,-0.2950763702392578
-0.29376915097236633,-0.2946406304836273
-0.29333341121673584,-0.29376915097236633
-0.29333341121673584,-0.009537399746477604
-0.33092692494392395,-0.29333341121673584
-0.33092692494392395,-0.33092692494392395
-0.33092692494392395,-0.33092692494392395
-0.3314177393913269,-0.33092692494392395
-0.3314177393913269,-0.009565798565745354
-0.33190858364105225,-0.3314177393913269
-0.37093740701675415,-0.33190858364105225
-0.3720311224460602,-0.37093740701675415
-0.373124897480011,-0.3720311224460602
-0.373124897480011,-0.009668588638305664
-0.3736717700958252,-0.373124897480011
-0.38925623893737793,-0.3736717700958252
-0.3903938829898834,-0.38925623893737793
-0.39210036396980286,-0.3903938829898834
-0.34205591678619385,-0.009779605083167553
-0.34304556250572205,-0.34205591678619385
-0.37187525629997253,-0.34304556250572205
-0.37187525629997253,-0.37187525629997253
-0.3724116384983063,-0.37187525629997253
-0.3724116384983063,-0.009851261042058468
-0.3729480504989624,-0.3724116384983063
-0.3729480504989624,-0.3729480504989624
-0.3574502468109131,-0.3729480504989624
-0.3579636216163635,-0.3574502468109131
-0.3579636216163635,-0.009903415106236935
-0.3589903712272644,-0.3579636216163635
-0.3600171208381653,-0.3589903712272644
-0.3705211281776428,-0.3600171208381653
-0.3715732991695404,-0.3705211281776428
-0.3726254999637604,-0.010039635002613068
-0.37420374155044556,-0.3726254999637604
-0.37578198313713074,-0.37420374155044556
-0.43392235040664673,-0.37578198313713074
-0.4363417327404022,-0.43392235040664673
-0.43876105546951294,-0.010254395194351673
-0.44118040800094604,-0.43876105546951294
-0.4429948329925537,-0.44118040800094604
-0.4715675711631775,-0.4429948329925537
-0.47349098324775696,-0.4715675711631775
-0.42240166664123535,-0.010510521940886974
-0.4246774911880493,-0.42240166664123535
-0.4263843595981598,-0.4246774911880493
-0.4705367386341095,-0.4263843595981598
-0.473034530878067,-0.4705367386341095
-0.4761567711830139,-0.010790352709591389
-0.4786545932292938,-0.4761567711830139
-0.48115232586860657,-0.4786545932292938
-0.4836500585079193,-0.4836500585079193
-0.5435143709182739,-0.011105391196906567
-0.5462813377380371,-0.5435143709182739
-0.5497400164604187,-0.5462813377380371
-0.5538904070854187,-0.5497400164604187
-0.5959321856498718,-0.5538904070854187
-0.5996295809745789,-0.011480954475700855
-0.6025874018669128,-0.5996295809745789
-0.6062847375869751,-0.6025874018669128
-0.6092424988746643,-0.6062847375869751
-0.6583497524261475,-0.6092424988746643
-0.6615298390388489,-0.011802662163972855
-0.6655048131942749,-0.6615298390388489
-0.6694796681404114,-0.6655048131942749
-0.6726595163345337,-0.6694796681404114
-0.7731040120124817,-0.6726595163345337
-0.7712302803993225,-0.012146828696131706
-0.7748317718505859,-0.7712302803993225
-0.7793336510658264,-0.7748317718505859
-0.7829349040985107,-0.7793336510658264
-0.8587606549263,-0.7829349040985107
-0.8636736869812012,-0.012499015778303146
-0.8676038980484009,-0.8636736869812012
-0.8705514073371887,-0.8676038980484009
-0.8744814991950989,-0.8705514073371887
-0.8784113526344299,-0.8744814991950989
-0.9930347204208374,-0.01278569083660841
-0.9974545240402222,-0.9930347204208374
-0.9996643662452698,-0.9974545240402222
-1.002979040145874,-0.9996643662452698
-1.0051887035369873,-1.002979040145874
-1.0633149147033691,-0.013015448115766048
-1.0633149147033691,-1.0633149147033691
-1.0644819736480713,-1.0633149147033691
-1.0691498517990112,-1.0644819736480713
-1.0714837312698364,-1.0691498517990112
-1.3484917879104614,-0.013146031647920609
-1.3470228910446167,-1.3484917879104614
-1.3499605655670166,-1.3470228910446167
-1.3528982400894165,-1.3499605655670166
-1.3573042154312134,-1.3528982400894165
-1.5573174953460693,-0.013226235285401344
-1.5589995384216309,-1.5573174953460693
-1.562363624572754,-1.5589995384216309
-1.562363624572754,-1.562363624572754
-1.562363624572754,-1.562363624572754
-1.5640455484390259,-0.013314173556864262
-1.7891957759857178,-1.5640455484390259
-1.791113257408142,-1.7891957759857178
-1.7930307388305664,-1.791113257408142
-1.7987827062606812,-1.7930307388305664
-1.8006999492645264,-0.01344427838921547
-2.0170812606811523,-1.8006999492645264
-2.0213654041290283,-2.0170812606811523
-2.0235073566436768,-2.0213654041290283
-2.0235073566436768,-2.0235073566436768
-2.0235073566436768,-0.013538877479732037
-2.4711484909057617,-2.0235073566436768
-2.473745346069336,-2.4711484909057617
-2.473745346069336,-2.473745346069336
-2.476341962814331,-2.473745346069336
-2.473745346069336,-0.013625907711684704
-2.473745346069336,-2.473745346069336
-2.884892463684082,-2.473745346069336
-2.884892463684082,-2.884892463684082
-2.890901565551758,-2.884892463684082
-2.8939056396484375,-0.013716579414904118
-2.8999130725860596,-2.8939056396484375
-3.1076269149780273,-2.8999130725860596
-3.110826253890991,-3.1076269149780273
-3.114025354385376,-3.110826253890991
-3.1076269149780273,-0.013879923149943352
-3.1076269149780273,-3.1076269149780273
-3.464747428894043,-3.1076269149780273
-3.461209535598755,-3.464747428894043
-3.461209535598755,-3.461209535598755
-3.461209535598755,-0.013920833356678486
-3.4576711654663086,-3.461209535598755
-3.6787192821502686,-3.4576711654663086
-3.6824653148651123,-3.6787192821502686
-3.6824653148651123,-3.6824653148651123
-3.6824653148651123,-0.013992463238537312
-3.6824653148651123,-3.6824653148651123
-3.880425453186035,-3.6824653148651123
-3.8725829124450684,-3.880425453186035
-3.8647384643554688,-3.8725829124450684
-3.8686609268188477,-0.014035201631486416
-3.8686609268188477,-3.8686609268188477
-3.8686609268188477,-3.8686609268188477
-4.008702278137207,-3.8686609268188477
-4.00465202331543,-4.008702278137207
-4.000600337982178,-0.01412686426192522
-3.996548652648926,-4.000600337982178
-3.996548652648926,-3.996548652648926
-4.058136940002441,-3.996548652648926
-4.058136940002441,-4.058136940002441
-4.054023742675781,-0.014165103435516357
-4.049910068511963,-4.054023742675781
-4.049910068511963,-4.049910068511963
-4.1889519691467285,-4.049910068511963
-4.1931915283203125,-4.1889519691467285
-4.1931915283203125,-0.01423912774771452
-4.1931915283203125,-4.1931915283203125
-4.1889519691467285,-4.1931915283203125
-4.37698221206665,-4.1889519691467285
-4.37698221206665,-4.37698221206665
-4.37698221206665,-0.01432484295219183
-4.37698221206665,-4.37698221206665
-4.37698221206665,-4.37698221206665
-4.37698221206665,-4.37698221206665
-4.463987827301025,-4.37698221206665
-4.459506988525391,-0.014384587295353413
-4.459506988525391,-4.459506988525391
-4.459506988525391,-4.459506988525391
-4.455025672912598,-4.459506988525391
-4.815515041351318,-4.455025672912598
-4.820308685302734,-0.014453087002038956
-4.815515041351318,-4.820308685302734
-4.810719966888428,-4.815515041351318
-4.805923938751221,-4.810719966888428
-5.2202839851379395,-4.805923938751221
-5.20997428894043,-0.014409913681447506
-5.204817771911621,-5.20997428894043
-5.204817771911621,-5.204817771911621
-5.19965934753418,-5.204817771911621
-5.19965934753418,-5.19965934753418
-5.446568489074707,-0.014419532380998135
-5.441202640533447,-5.446568489074707
-5.441202640533447,-5.441202640533447
-5.451932907104492,-5.441202640533447
-5.441202640533447,-5.451932907104492
-5.690828323364258,-0.014433632604777813
-5.685257911682129,-5.690828323364258
-5.690828323364258,-5.685257911682129
-5.679686069488525,-5.690828323364258
-5.679686069488525,-5.679686069488525
-5.9930572509765625,-0.014402392320334911
-5.987244129180908,-5.9930572509765625
-5.981428623199463,-5.987244129180908
-5.987244129180908,-5.981428623199463
-5.987244129180908,-5.987244129180908
-6.31361722946167,-0.01442834734916687
-6.301506042480469,-6.301506042480469
-6.28938627243042,-6.301506042480469
-6.283323287963867,-6.28938627243042
-6.610625743865967,-0.014362690038979053
-6.604323387145996,-6.610625743865967
-6.604323387145996,-6.604323387145996
-6.604323387145996,-6.604323387145996
-6.598017692565918,-6.604323387145996
-6.591710090637207,-0.014327303506433964
-6.822286128997803,-6.591710090637207
-6.81581974029541,-6.822286128997803
-6.8028788566589355,-6.81581974029541
-6.796403884887695,-6.8028788566589355
-6.796403884887695,-0.014261512085795403
-7.195815563201904,-6.796403884887695
-7.20253324508667,-7.195815563201904
-7.195815563201904,-7.20253324508667
-7.195815563201904,-7.195815563201904
-7.195815563201904,-0.014271154068410397
-7.369630813598633,-7.195815563201904
-7.376453876495361,-7.369630813598633
-7.376453876495361,-7.376453876495361
-7.369630813598633,-7.376453876495361
-7.362804889678955,-0.01421003695577383
-7.464915752410889,-7.362804889678955
-7.451131343841553,-7.464915752410889
-7.437332630157471,-7.451131343841553
-7.437332630157471,-7.437332630157471
-7.4442338943481445,-0.014095929451286793
-7.451131343841553,-7.451131343841553
-7.612579822540283,-7.60559606552124
-7.626534461975098,-7.612579822540283
-7.626534461975098,-0.014069161377847195
-7.619559288024902,-7.626534461975098
-7.7700581550598145,-7.619559288024902
-7.762994289398193,-7.7700581550598145
-7.755927085876465,-7.762994289398193
-7.755927085876465,-0.013900849968194962
-7.762994289398193,-7.755927085876465
-7.708244800567627,-7.762994289398193
-7.687028884887695,-7.708244800567627
-7.665777206420898,-7.687028884887695
-7.651590824127197,-0.013584037311375141
-7.644491195678711,-7.644491195678711
-7.730384826660156,-7.71612548828125
-7.730384826660156,-7.730384826660156
-7.70898962020874,-0.013398606330156326
-7.694705486297607,-7.70898962020874
-7.687557697296143,-7.694705486297607
-7.7137603759765625,-7.687557697296143
-7.706593990325928,-7.7137603759765625
-7.699423789978027,-0.013112018816173077
-7.692249298095703,-7.699423789978027
-7.706593990325928,-7.692249298095703
-7.77522087097168,-7.706593990325928
-7.768012523651123,-7.77522087097168
-7.77522087097168,-0.012879062443971634
-7.782426357269287,-7.77522087097168
-7.782426357269287,-7.782426357269287
-7.877930164337158,-7.782426357269287
-7.8851752281188965,-7.877930164337158
-7.899653911590576,-0.012692045420408249
-7.914114475250244,-7.899653911590576
-7.92133903503418,-7.914114475250244
-7.90435791015625,-7.90435791015625
-7.933145523071289,-0.012516847811639309
-7.940331935882568,-7.933145523071289
-7.954692840576172,-7.940331935882568
-7.976202487945557,-7.954692840576172
-8.069795608520508,-7.976202487945557
-8.076990127563477,-0.012324132025241852
-8.084179878234863,-8.0
-8.091364860534668,-8.0
-8.098546981811523,-8.0
-8.157495498657227,-8.0
-8.179054260253906,-0.012045364826917648
-8.200573921203613,-8.0
-8.222055435180664,-8.0
-8.243497848510742,-8.0
-8.281332969665527,-8.0
-8.288481712341309,-0.011768493801355362
-8.302766799926758,-8.0
-8.302766799926758,-8.0
-8.317034721374512,-8.0
-8.535489082336426,-8.0
-8.549919128417969,-0.011437328532338142
-8.564332008361816,-8.0
-8.57872486114502,-8.0
-8.585914611816406,-8.0
-8.585914611816406,-8.0
-8.678116798400879,-0.011008170433342457
-8.678116798400879,-8.0
-8.678116798400879,-8.0
-8.670896530151367,-8.0
-8.670896530151367,-8.0
-8.615765571594238,-0.01040604803711176
-8.615765571594238,-8.0
-8.615765571594238,-8.0
-8.615765571594238,-8.0
-8.622970581054688,-8.0
-8.562996864318848,-0.010417083278298378
-8.570172309875488,-8.0
-8.570172309875488,-8.0
-8.562996864318848,-8.0
-8.570172309875488,-8.0
-8.634302139282227,-0.009883010759949684
-8.634302139282227,-8.0
-8.64867877960205,-8.0
-8.64867877960205,-8.0
-8.655858993530273,-8.0
-8.655858993530273,-0.009323141537606716
-8.782989501953125,-8.0
-8.775749206542969,-8.0
-8.76850414276123,-8.0
-8.775749206542969,-8.0
-8.775749206542969,-0.008637359365820885
-8.722200393676758,-8.0
-8.736632347106934,-8.0
-8.743842124938965,-8.0
-8.729418754577637,-8.0
-8.714977264404297,-0.008033676072955132
-8.79126262664795,-8.0
-8.784004211425781,-8.0
-8.776740074157715,-8.0
-8.769472122192383,-8.0
-8.776740074157715,-0.007364789955317974
-8.795136451721191,-8.0
-8.787860870361328,-8.0
-8.773295402526855,-8.0
-8.773295402526855,-8.0
-8.766005516052246,-0.006681797094643116
-8.751410484313965,-8.0
-8.78587532043457,-8.0
-8.778533935546875,-8.0
-8.771186828613281,-8.0
-8.756478309631348,-0.005938273388892412
-8.749115943908691,-8.0
-8.79182243347168,-8.0
-8.784445762634277,-8.0
-8.784445762634277,-8.0
-8.77706527709961,-0.005223331972956657
-8.77706527709961,-8.0
-8.776637077331543,-8.0
-8.776637077331543,-8.0
-8.769259452819824,-8.0
-8.754488945007324,-0.004509249236434698
-8.732295989990234,-8.0
-8.71284008026123,-8.0
-8.698003768920898,-8.0
-8.668272972106934,-8.0
-8.64592170715332,-0.0037584048695862293
-8.61605167388916,-8.0
-8.617321968078613,-8.0
-8.594791412353516,-8.0
-8.564679145812988,-8.0
-8.549592971801758,-0.0030465770978480577
-8.542043685913086,-8.0
-8.51936149597168,-8.0
-8.516014099121094,-8.0
-8.500802040100098,-8.0
-8.493188858032227,-0.0024101382587105036
-8.470318794250488,-8.0
-8.462685585021973,-8.0
-8.44764518737793,-8.0
-8.432341575622559,-8.0
-8.432341575622559,-0.0017230137018486857
-8.432341575622559,-8.0
-8.424683570861816,-8.0
-8.350308418273926,-8.0
-8.350308418273926,-8.0
-8.357948303222656,-0.001065103686414659
-8.365584373474121,-8.0
-8.373214721679688,-8.0
-8.380840301513672,-8.0
-8.250985145568848,-0.0003133304126095027
-8.273563385009766,-8.0
-8.296099662780762,-8.0
-8.311100006103516,-8.0
-8.356457710266113,-8.0
-8.378911972045898,0.0003513397241476923
-8.401322364807129,-8.0
-8.423690795898438,-8.0
-8.431137084960938,-8.0
-8.393301010131836,-8.0
-8.415485382080078,0.0010336897103115916
-8.452363967895508,-8.0
-8.525768280029297,-8.0
-8.464110374450684,-8.0
-8.493075370788574,0.0018493194365873933
-8.521966934204102,-8.0
-8.543587684631348,-8.0
-8.557978630065918,-8.0
-8.572351455688477,-8.0
-8.53104019165039,0.0027404366992413998
-8.545330047607422,-8.0
-8.545330047607422,-8.0
-8.545330047607422,-8.0
-8.545330047607422,-8.0
-8.506413459777832,0.002752048894762993
-8.492142677307129,-8.0
-8.485000610351562,-8.0
-8.477853775024414,-8.0
-8.470703125,-8.0
-8.412928581237793,0.003584478283300996
-8.398649215698242,-8.0
-8.39150333404541,-8.0
-8.39150333404541,-8.0
-8.398649215698242,-8.0
-8.309181213378906,0.004323238041251898
-8.294936180114746,-8.0
-8.3020601272583,-8.0
-8.31629753112793,-8.0
-8.31629753112793,-8.0
-8.215087890625,0.00501627754420042
-8.208011627197266,-8.0
-8.208011627197266,-8.0
-8.215087890625,-8.0
-8.222160339355469,-8.0
-8.229228973388672,0.005665273405611515
-8.25341510772705,-8.0
-8.25341510772705,-8.0
-8.25341510772705,-8.0
-8.25341510772705,-8.0
-8.26047420501709,0.006387542001903057
-8.222904205322266,-8.0
-8.22994327545166,-8.0
-8.222904205322266,-8.0
-8.215862274169922,-8.0
-8.215862274169922,0.007067579310387373
-8.208462715148926,-8.0
-8.208462715148926,-8.0
-8.194372177124023,-8.0
-8.180264472961426,-8.0
-8.166141510009766,0.0076925382018089294
-8.026017189025879,-8.0
-8.005006790161133,-8.0
-8.005006790161133,-8.0
-7.99098014831543,-8.0
-7.976938247680664,0.00822956021875143
-7.976938247680664,-7.976938247680664
-7.849761962890625,-7.976938247680664
-7.856727123260498,-7.849761962890625
-7.856727123260498,-7.856727123260498
-7.842792987823486,0.008787242695689201
-7.842792987823486,-7.842792987823486
-7.726785182952881,-7.842792987823486
-7.726785182952881,-7.726785182952881
-7.726785182952881,-7.726785182952881
-7.699121475219727,0.009308230131864548
-7.685266971588135,-7.699121475219727
-7.526437282562256,-7.685266971588135
-7.498922348022461,-7.526437282562256
-7.478249549865723,-7.498922348022461
-7.457544326782227,0.009662080556154251
-7.436807155609131,-7.457544326782227
-7.252095699310303,0.009598304517567158
-7.231594562530518,-7.252095699310303
-7.2179107666015625,-7.231594562530518
-7.211063861846924,0.010003653354942799
-7.1836419105529785,-7.211063861846924
-6.997929573059082,-7.1836419105529785
-6.984393119812012,-6.997929573059082
-6.970844745635986,-6.984393119812012
-6.9640655517578125,0.010324866510927677
-6.943708419799805,-6.9640655517578125
-6.936916351318359,-6.943708419799805
-6.732686996459961,-6.936916351318359
-6.719359397888184,-6.732686996459961
-6.712690830230713,0.010649818927049637
-6.69266939163208,-6.712690830230713
-6.6859893798828125,-6.69266939163208
-6.561649799346924,-6.6859893798828125
-6.568248271942139,-6.561649799346924
-6.568248271942139,0.010958640836179256
-6.568248271942139,-6.568248271942139
-6.561649799346924,-6.568248271942139
-6.473837375640869,-6.561649799346924
-6.493385314941406,-6.473837375640869
-6.512909889221191,0.011424283497035503
-6.525912284851074,-6.512909889221191
-6.545396327972412,-6.525912284851074
-6.564855575561523,-6.545396327972412
-6.496432304382324,-6.564855575561523
-6.521972179412842,0.01200940739363432
-6.5410990715026855,-6.521972179412842
-6.566566467285156,-6.5410990715026855
-6.579283714294434,-6.566566467285156
-6.451158046722412,-6.579283714294434
-6.476119518280029,0.012565857730805874
-6.494815349578857,-6.476119518280029
-6.507266521453857,-6.494815349578857
-6.532139778137207,-6.507266521453857
-6.363232135772705,-6.532139778137207
-6.381467342376709,0.013032721355557442
-6.39968204498291,-6.381467342376709
-6.411813735961914,-6.39968204498291
-6.429994106292725,-6.411813735961914
-6.442340850830078,-6.429994106292725
-6.454428195953369,0.01349008921533823
-6.460468292236328,-6.454428195953369
-6.466506004333496,-6.460468292236328
-6.478574275970459,-6.466506004333496
-6.427638530731201,-6.478574275970459
-6.433621883392334,0.013858495280146599
-6.433621883392334,-6.433621883392334
-6.439602851867676,-6.433621883392334
-6.445581912994385,-6.439602851867676
-6.439602851867676,-6.445581912994385
-6.332334995269775,0.013887856155633926
-6.338240146636963,-6.332334995269775
-6.344143390655518,-6.338240146636963
-6.338240146636963,-6.344143390655518
-6.332334995269775,-6.338240146636963
-6.251317024230957,0.014101389795541763
-6.257165908813477,-6.251317024230957
-6.251317024230957,-6.257165908813477
-6.257165908813477,-6.251317024230957
-6.245466232299805,0.014282251708209515
-6.154409408569336,-6.154409408569336
-6.154409408569336,-6.154409408569336
-6.148626804351807,-6.154409408569336
-6.154409408569336,-6.148626804351807
-6.062010288238525,0.014461807906627655
-6.06773042678833,-6.062010288238525
-6.062010288238525,-6.06773042678833
-6.050564289093018,-6.062010288238525
-6.050564289093018,-6.050564289093018
-6.033381462097168,0.014553326182067394
-5.932002067565918,-6.033381462097168
-5.926339149475098,-5.932002067565918
-5.9150071144104,-5.926339149475098
-5.926339149475098,-5.9150071144104
-5.920673847198486,0.014591341838240623
-5.919516086578369,-5.920673847198486
-5.902513027191162,-5.919516086578369
-5.9138503074646,-5.902513027191162
-5.919516086578369,-5.9138503074646
-5.908182621002197,0.014668652787804604
-5.82130765914917,-5.908182621002197
-5.82130765914917,-5.82130765914917
-5.815697193145752,-5.82130765914917
-5.815697193145752,-5.815697193145752
-5.815697193145752,0.014676462858915329
-5.810084819793701,-5.815697193145752
-5.723479747772217,-5.810084819793701
